open,high,low,close,volume,time
6.77754020690918,6.780020236968994,6.776800155639648,6.779620170593262,0,2023-05-10 23:00:00
6.779689788818359,6.779950141906738,6.773449897766113,6.77370023727417,0,2023-05-11 00:00:00
6.7736101150512695,6.778979778289795,6.770229816436768,6.778739929199219,0,2023-05-11 01:00:00
6.778659820556641,6.784589767456055,6.778289794921875,6.781040191650391,0,2023-05-11 02:00:00
6.781040191650391,6.785580158233643,6.780300140380859,6.7848801612854,0,2023-05-11 03:00:00
6.785009860992432,6.78794002532959,6.7837300300598145,6.784450054168701,0,2023-05-11 04:00:00
6.7843098640441895,6.784979820251465,6.779850006103516,6.7824602127075195,0,2023-05-11 05:00:00
6.782519817352295,6.812839984893799,6.782010078430176,6.8120198249816895,0,2023-05-11 06:00:00
6.812029838562012,6.816239833831787,6.808139801025391,6.81358003616333,0,2023-05-11 07:00:00
6.813690185546875,6.821119785308838,6.809549808502197,6.81505012512207,0,2023-05-11 08:00:00
6.815189838409424,6.817490100860596,6.810739994049072,6.8148298263549805,0,2023-05-11 09:00:00
6.814819812774658,6.820769786834717,6.812779903411865,6.818079948425293,0,2023-05-11 10:00:00
6.818079948425293,6.8188300132751465,6.809430122375488,6.813940048217773,0,2023-05-11 11:00:00
6.814030170440674,6.817140102386475,6.802499771118164,6.812429904937744,0,2023-05-11 12:00:00
6.812600135803223,6.832980155944824,6.812419891357422,6.8325300216674805,0,2023-05-11 13:00:00
6.832580089569092,6.833559989929199,6.820809841156006,6.822929859161377,0,2023-05-11 14:00:00
6.823130130767822,6.827760219573975,6.821030139923096,6.82397985458374,0,2023-05-11 15:00:00
6.82390022277832,6.823939800262451,6.815450191497803,6.817840099334717,0,2023-05-11 16:00:00
6.817820072174072,6.826590061187744,6.817379951477051,6.825250148773193,0,2023-05-11 17:00:00
6.825319766998291,6.825850009918213,6.820499897003174,6.820730209350586,0,2023-05-11 18:00:00
6.820590019226074,6.822179794311523,6.818640232086182,6.821539878845215,0,2023-05-11 19:00:00
6.821539878845215,6.822939872741699,6.820580005645752,6.82220983505249,0,2023-05-11 20:00:00
6.821800231933594,6.822919845581055,6.816269874572754,6.818530082702637,0,2023-05-11 21:00:00
6.820380210876465,6.823800086975098,6.819419860839844,6.822090148925781,0,2023-05-11 22:00:00
6.82243013381958,6.825479984283447,6.821400165557861,6.824699878692627,0,2023-05-11 23:00:00
6.824769973754883,6.824979782104492,6.81879997253418,6.81879997253418,0,2023-05-12 00:00:00
6.818970203399658,6.821390151977539,6.816800117492676,6.816889762878418,0,2023-05-12 01:00:00
6.8170599937438965,6.821000099182129,6.81620979309082,6.820419788360596,0,2023-05-12 02:00:00
6.820400238037109,6.8226799964904785,6.817959785461426,6.818270206451416,0,2023-05-12 03:00:00
6.818309783935547,6.818659782409668,6.815489768981934,6.8160200119018555,0,2023-05-12 04:00:00
6.815979957580566,6.818819999694824,6.813320159912109,6.817130088806152,0,2023-05-12 05:00:00
6.817160129547119,6.820219993591309,6.810870170593262,6.814459800720215,0,2023-05-12 06:00:00
6.814469814300537,6.828420162200928,6.8101301193237305,6.827479839324951,0,2023-05-12 07:00:00
6.82742977142334,6.829629898071289,6.824510097503662,6.824930191040039,0,2023-05-12 08:00:00
6.824850082397461,6.8343000411987305,6.822509765625,6.827000141143799,0,2023-05-12 09:00:00
6.827010154724121,6.830410003662109,6.824230194091797,6.83027982711792,0,2023-05-12 10:00:00
6.8302001953125,6.840000152587891,6.830080032348633,6.83853006362915,0,2023-05-12 11:00:00
6.838490009307861,6.8442702293396,6.8362298011779785,6.8401899337768555,0,2023-05-12 12:00:00
6.840270042419434,6.845009803771973,6.835619926452637,6.8385701179504395,0,2023-05-12 13:00:00
6.83827018737793,6.855909824371338,6.833509922027588,6.855569839477539,0,2023-05-12 14:00:00
6.855480194091797,6.860509872436523,6.854010105133057,6.859729766845703,0,2023-05-12 15:00:00
6.8597798347473145,6.864480018615723,6.859010219573975,6.862120151519775,0,2023-05-12 16:00:00
6.862130165100098,6.863180160522461,6.858819961547852,6.860410213470459,0,2023-05-12 17:00:00
6.860420227050781,6.86407995223999,6.860420227050781,6.8613200187683105,0,2023-05-12 18:00:00
6.86122989654541,6.863150119781494,6.860079765319824,6.862390041351318,0,2023-05-12 19:00:00
6.862390041351318,6.864930152893066,6.860099792480469,6.862460136413574,0,2023-05-12 20:00:00
6.863420009613037,6.865109920501709,6.86122989654541,6.86175012588501,0,2023-05-14 23:00:00
6.861720085144043,6.864560127258301,6.8597002029418945,6.861299991607666,0,2023-05-15 00:00:00
6.861330032348633,6.861720085144043,6.853970050811768,6.854700088500977,0,2023-05-15 01:00:00
6.854829788208008,6.859960079193115,6.854680061340332,6.859640121459961,0,2023-05-15 02:00:00
6.859829902648926,6.860030174255371,6.855309963226318,6.856840133666992,0,2023-05-15 03:00:00
6.856790065765381,6.858500003814697,6.854559898376465,6.854750156402588,0,2023-05-15 04:00:00
6.854889869689941,6.855569839477539,6.850800037384033,6.8520002365112305,0,2023-05-15 05:00:00
6.851930141448975,6.857269763946533,6.849239826202393,6.851150035858154,0,2023-05-15 06:00:00
6.851079940795898,6.854829788208008,6.847280025482178,6.849090099334717,0,2023-05-15 07:00:00
6.849009990692139,6.8537797927856445,6.84499979019165,6.85207986831665,0,2023-05-15 08:00:00
6.852069854736328,6.860340118408203,6.851170063018799,6.8516998291015625,0,2023-05-15 09:00:00
6.85181999206543,6.853099822998047,6.845149993896484,6.845940113067627,0,2023-05-15 10:00:00
6.845930099487305,6.848810195922852,6.844130039215088,6.846049785614014,0,2023-05-15 11:00:00
6.846220016479492,6.8489298820495605,6.837759971618652,6.8459601402282715,0,2023-05-15 12:00:00
6.8460798263549805,6.850009918212891,6.84404993057251,6.845660209655762,0,2023-05-15 13:00:00
6.84568977355957,6.8548197746276855,6.844679832458496,6.8546600341796875,0,2023-05-15 14:00:00
6.854579925537109,6.855199813842773,6.848090171813965,6.849219799041748,0,2023-05-15 15:00:00
6.849289894104004,6.85290002822876,6.845799922943115,6.845829963684082,0,2023-05-15 16:00:00
6.845970153808594,6.848480224609375,6.845699787139893,6.847400188446045,0,2023-05-15 17:00:00
6.847400188446045,6.849180221557617,6.846240043640137,6.848680019378662,0,2023-05-15 18:00:00
6.848740100860596,6.8491997718811035,6.846630096435547,6.847919940948486,0,2023-05-15 19:00:00
6.847949981689453,6.849430084228516,6.846960067749023,6.847859859466553,0,2023-05-15 20:00:00
6.847839832305908,6.848569869995117,6.8442702293396,6.844989776611328,0,2023-05-15 21:00:00
6.845699787139893,6.8467302322387695,6.844729900360107,6.845479965209961,0,2023-05-15 22:00:00
6.845600128173828,6.847690105438232,6.8453898429870605,6.847449779510498,0,2023-05-15 23:00:00
6.847370147705078,6.847469806671143,6.841800212860107,6.841869831085205,0,2023-05-16 00:00:00
6.841869831085205,6.846020221710205,6.84181022644043,6.84443998336792,0,2023-05-16 01:00:00
6.844409942626953,6.850249767303467,6.840700149536133,6.840849876403809,0,2023-05-16 02:00:00
